ESTU_GENERO,ESTU_DEPTO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_HORASSEMANATRABAJA,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CARACTER,COLE_AREA_UBICACION,PUNT_MATEMATICAS,PUNT_INGLES,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,PUNT_GLOBAL
M,MAGDALENA,No sabe,Secundaria (Bachillerato) completa,Estrato 2,9 o más,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,29.0,34.0,32.0,41.0,27.0,162.0
M,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 3,5 a 6,No,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,37.0,35.0,42.0,44.0,38.0,199.0
F,VALLE,No sabe,No sabe,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,TARDE,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44.0,55.0,45.0,51.0,38.0,227.0
F,VALLE,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,No,No,11 A 25 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO,URBANO,44.0,51.0,38.0,60.0,51.0,242.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,1 a 2,Si,No,11 A 25 LIBROS,Entre 11 y 20 horas,3 a 5 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,63.0,49.0,69.0,74.0,76.0,344.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,46.0,37.0,46.0,55.0,45.0,236.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,No,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,1 o 2 veces por semana,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,57.0,33.0,49.0,61.0,55.0,269.0
M,VALLE,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,42.0,41.0,41.0,40.0,50.0,215.0
F,VALLE,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,1 a 2,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,51.0,56.0,39.0,44.0,44.0,227.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,60.0,55.0,57.0,59.0,59.0,292.0
F,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,58.0,58.0,65.0,68.0,61.0,313.0
F,VALLE,No sabe,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,No,No,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,FEMENINO,OFICIAL,ACADÉMICO,URBANO,57.0,44.0,52.0,47.0,43.0,247.0
F,VALLE,Educación profesional completa,Educación profesional completa,Estrato 3,3 a 4,Si,No,26 A 100 LIBROS,Entre 11 y 20 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,69.0,53.0,60.0,71.0,59.0,319.0
F,VALLE,Primaria completa,Técnica o tecnológica completa,Estrato 2,1 a 2,Si,No,26 A 100 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,42.0,48.0,38.0,40.0,29.0,190.0
F,TOLIMA,Primaria completa,Primaria incompleta,Estrato 3,5 a 6,No,No,0 A 10 LIBROS,Más de 30 horas,3 a 5 veces por semana,3 a 5 veces por semana,NOCHE,MIXTO,OFICIAL,ACADÉMICO,URBANO,51.0,52.0,45.0,53.0,44.0,243.0
M,VALLE,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,ACADÉMICO,URBANO,50.0,46.0,55.0,56.0,56.0,268.0
F,VALLE,No sabe,Primaria incompleta,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,ACADÉMICO,URBANO,57.0,44.0,43.0,52.0,34.0,232.0
F,VALLE,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 3,5 a 6,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,NOCHE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,56.0,58.0,30.0,55.0,47.0,239.0
M,VALLE,Primaria incompleta,Primaria completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,45.0,46.0,48.0,54.0,37.0,230.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,Si,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Todos o casi todos los días,NOCHE,MIXTO,NO OFICIAL,NO APLICA,URBANO,19.0,38.0,47.0,50.0,33.0,187.0
F,VALLE,No sabe,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,52.0,54.0,48.0,48.0,38.0,235.0
M,VALLE,Primaria incompleta,Técnica o tecnológica completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,60.0,51.0,62.0,61.0,61.0,301.0
F,VALLE,Primaria incompleta,Primaria incompleta,Estrato 5,7 a 8,Si,Si,0 A 10 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,Todos o casi todos los días,SABATINA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,37.0,45.0,35.0,35.0,37.0,183.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO,URBANO,79.0,51.0,70.0,73.0,66.0,352.0
F,VALLE,Primaria incompleta,Primaria completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,Entre 11 y 20 horas,3 a 5 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,49.0,39.0,48.0,37.0,43.0,219.0
M,VALLE,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 2,9 o más,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,23.0,35.0,37.0,38.0,35.0,167.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,44.0,57.0,49.0,51.0,52.0,248.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,55.0,38.0,41.0,59.0,50.0,251.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,42.0,48.0,39.0,36.0,42.0,202.0
F,VALLE,Técnica o tecnológica completa,Técnica o tecnológica incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,56.0,67.0,64.0,68.0,57.0,308.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,36.0,40.0,36.0,38.0,44.0,193.0
F,VALLE,No sabe,Educación profesional incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,42.0,30.0,44.0,49.0,35.0,208.0
F,NORTE SANTANDER,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,60.0,52.0,59.0,60.0,61.0,297.0
M,NORTE SANTANDER,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,Entre 21 y 30 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,54.0,40.0,38.0,58.0,46.0,242.0
M,NORTE SANTANDER,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,50.0,55.0,54.0,56.0,47.0,260.0
M,TOLIMA,Postgrado,Educación profesional completa,Estrato 2,5 a 6,Si,Si,26 A 100 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,COMPLETA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,75.0,74.0,75.0,73.0,72.0,369.0
F,TOLIMA,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,Estrato 2,5 a 6,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,62.0,63.0,63.0,63.0,68.0,320.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,FEMENINO,OFICIAL,ACADÉMICO,URBANO,52.0,52.0,47.0,48.0,36.0,231.0
F,MAGDALENA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,FEMENINO,OFICIAL,ACADÉMICO,URBANO,49.0,56.0,55.0,59.0,48.0,265.0
F,VALLE,Secundaria (Bachillerato) completa,Educación profesional incompleta,Estrato 4,3 a 4,Si,No,MÁS DE 100 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,70.0,76.0,63.0,70.0,69.0,343.0
M,VALLE,No sabe,No sabe,Estrato 1,3 a 4,Si,Si,26 A 100 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,67.0,52.0,67.0,68.0,69.0,333.0
F,TOLIMA,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 3,3 a 4,Si,Si,0 A 10 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,SABATINA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,47.0,44.0,55.0,48.0,44.0,241.0
M,MAGDALENA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 3,5 a 6,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,47.0,39.0,40.0,46.0,46.0,222.0
F,VALLE,Técnica o tecnológica incompleta,Técnica o tecnológica incompleta,Estrato 1,5 a 6,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,38.0,31.0,39.0,43.0,38.0,194.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 3,5 a 6,Si,No,0 A 10 LIBROS,Menos de 10 horas,Todos o casi todos los días,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,37.0,38.0,38.0,39.0,45.0,198.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,33.0,35.0,43.0,39.0,36.0,188.0
M,TOLIMA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,No,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,51.0,53.0,49.0,56.0,53.0,262.0
M,MAGDALENA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,COMPLETA,MIXTO,OFICIAL,ACADÉMICO,URBANO,34.0,44.0,38.0,43.0,42.0,198.0
F,VALLE,Primaria incompleta,Primaria completa,Estrato 6,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,40.0,35.0,40.0,44.0,36.0,198.0
M,VALLE,Educación profesional completa,Educación profesional completa,Estrato 2,1 a 2,Si,Si,26 A 100 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,60.0,69.0,59.0,67.0,56.0,306.0
F,VALLE,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 3,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,50.0,39.0,46.0,54.0,42.0,237.0
F,VALLE,Educación profesional completa,Educación profesional completa,Estrato 2,5 a 6,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,COMPLETA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,RURAL,61.0,57.0,55.0,64.0,58.0,297.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,Estrato 1,3 a 4,No,No,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,66.0,70.0,65.0,65.0,65.0,328.0
F,VALLE,Técnica o tecnológica completa,Educación profesional incompleta,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,62.0,56.0,57.0,54.0,58.0,288.0
M,VALLE,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,57.0,46.0,57.0,58.0,47.0,270.0
F,NORTE SANTANDER,No Aplica,Técnica o tecnológica completa,Estrato 1,5 a 6,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,57.0,66.0,58.0,50.0,64.0,290.0
F,TOLIMA,Primaria incompleta,Primaria completa,Estrato 4,5 a 6,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,35.0,36.0,37.0,37.0,33.0,178.0
F,TOLIMA,Secundaria (Bachillerato) completa,Ninguno,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,Todos o casi todos los días,Nunca o rara vez comemos eso,UNICA,MIXTO,OFICIAL,ACADÉMICO,URBANO,45.0,42.0,36.0,49.0,36.0,208.0
M,MAGDALENA,No sabe,Educación profesional completa,Estrato 3,1 a 2,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,55.0,37.0,54.0,51.0,47.0,253.0
F,VALLE,Educación profesional incompleta,Postgrado,Estrato 4,5 a 6,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,COMPLETA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,61.0,58.0,54.0,66.0,51.0,290.0
F,VALLE,Educación profesional completa,No sabe,Estrato 3,3 a 4,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,COMPLETA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,69.0,66.0,71.0,61.0,63.0,330.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Sin Estrato,3 a 4,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,64.0,68.0,56.0,76.0,67.0,330.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,1 o 2 veces por semana,NOCHE,MIXTO,OFICIAL,ACADÉMICO,URBANO,53.0,36.0,49.0,54.0,47.0,248.0
M,MAGDALENA,Primaria incompleta,Primaria completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,NOCHE,MIXTO,OFICIAL,ACADÉMICO,URBANO,28.0,39.0,34.0,38.0,38.0,174.0
F,MAGDALENA,Ninguno,Primaria incompleta,Estrato 1,7 a 8,No,Si,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,NOCHE,MIXTO,OFICIAL,ACADÉMICO,URBANO,31.0,34.0,34.0,49.0,40.0,191.0
M,TOLIMA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,52.0,38.0,48.0,43.0,42.0,228.0
F,TOLIMA,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,No,No,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,33.0,53.0,39.0,37.0,38.0,190.0
F,TOLIMA,Secundaria (Bachillerato) completa,Primaria completa,Estrato 1,7 a 8,No,No,26 A 100 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,42.0,49.0,45.0,50.0,44.0,228.0
F,VALLE,Educación profesional completa,Educación profesional incompleta,Estrato 3,1 a 2,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,74.0,100.0,78.0,76.0,78.0,392.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,50.0,58.0,48.0,55.0,40.0,245.0
M,VALLE,Primaria incompleta,Primaria completa,Sin Estrato,7 a 8,No,No,0 A 10 LIBROS,Más de 30 horas,Nunca o rara vez comemos eso,1 o 2 veces por semana,SABATINA,MIXTO,OFICIAL,ACADÉMICO,URBANO,29.0,41.0,46.0,35.0,34.0,182.0
F,VALLE,No sabe,Técnica o tecnológica completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,43.0,51.0,32.0,57.0,48.0,227.0
F,VALLE,Educación profesional incompleta,Secundaria (Bachillerato) completa,Estrato 3,5 a 6,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,71.0,70.0,64.0,70.0,68.0,342.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,51.0,42.0,44.0,46.0,35.0,219.0
F,VALLE,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,No,No,26 A 100 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,43.0,44.0,42.0,43.0,34.0,204.0
F,VALLE,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,3 a 4,Si,Si,0 A 10 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO,URBANO,66.0,57.0,66.0,68.0,60.0,322.0
F,VALLE,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,5 a 6,Si,No,26 A 100 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,TARDE,MIXTO,NO OFICIAL,TÉCNICO,URBANO,71.0,62.0,72.0,64.0,69.0,342.0
M,MAGDALENA,No sabe,No sabe,Estrato 2,3 a 4,No,No,0 A 10 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,48.0,42.0,50.0,49.0,38.0,230.0
M,VALLE,Primaria completa,Secundaria (Bachillerato) completa,Sin Estrato,5 a 6,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,58.0,55.0,53.0,69.0,65.0,304.0
F,VALLE,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44.0,47.0,46.0,57.0,46.0,241.0
F,BOLIVAR,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,No,No,0 A 10 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,44.0,38.0,46.0,49.0,42.0,223.0
F,MAGDALENA,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,ACADÉMICO,RURAL,50.0,61.0,47.0,58.0,55.0,266.0
M,VALLE,No sabe,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,Si,No,26 A 100 LIBROS,Menos de 10 horas,Todos o casi todos los días,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,37.0,38.0,36.0,39.0,29.0,177.0
F,NORTE SANTANDER,Ninguno,Primaria incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,38.0,38.0,36.0,34.0,44.0,190.0
F,NORTE SANTANDER,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,26 A 100 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,65.0,59.0,57.0,62.0,49.0,292.0
F,NORTE SANTANDER,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,1 a 2,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,77.0,69.0,67.0,69.0,68.0,351.0
M,TOLIMA,Educación profesional completa,Educación profesional completa,Estrato 6,3 a 4,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,54.0,61.0,56.0,56.0,54.0,277.0
F,TOLIMA,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,FEMENINO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,49.0,48.0,51.0,59.0,52.0,262.0
M,MAGDALENA,Primaria completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Si,No,11 A 25 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,57.0,54.0,50.0,60.0,54.0,276.0
